Default channel group,Date+hour,Users,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per user,Events per session,Engagement rate,Event count
Paid Search,2029-03-27 16:00:00,1,5,5,81.9,3.87,1.58,0.22,19
Affiliates,2029-03-27 17:00:00,1,2,4,433.37,0.62,4.78,0.86,16
Organic Search,2029-03-27 18:00:00,1,5,4,235.65,4.39,7.8,0.77,6
Referral,2029-03-27 19:00:00,3,1,1,52.15,2.27,3.74,0.35,9
Direct,2029-03-27 20:00:00,4,5,1,470.82,0.97,3.86,0.17,16
Direct,2029-03-27 21:00:00,4,5,3,165.49,1.96,7.19,0.47,5
Paid Search,2029-03-27 22:00:00,3,5,1,46.86,0.56,1.13,0.86,16
Affiliates,2029-03-27 23:00:00,4,2,5,496.32,1.26,1.36,0.79,1
Affiliates,2029-03-28 00:00:00,2,5,5,382.33,4.84,9.71,0.63,6
Email,2029-03-28 01:00:00,3,2,3,533.91,2.08,3.42,0.75,16
Organic Search,2029-03-28 02:00:00,1,2,1,324.25,2.68,6.19,0.28,18
Direct,2029-03-28 03:00:00,4,3,1,331.1,1.49,5.41,0.93,4
Email,2029-03-28 04:00:00,2,5,5,364.99,4.21,9.04,0.76,7
Social,2029-03-28 05:00:00,3,4,4,226.68,4.08,8.85,0.63,5
Referral,2029-03-28 06:00:00,3,2,1,551.1,1.58,4.05,0.23,18
Paid Search,2029-03-28 07:00:00,1,5,2,218.74,1.9,8.2,0.22,8
Organic Search,2029-03-28 08:00:00,1,4,5,406.55,4.61,3.49,0.22,13
Referral,2029-03-28 09:00:00,3,1,3,64.58,4.5,4.48,0.8,16
Direct,2029-03-28 10:00:00,2,4,1,195.86,2.39,3.34,0.32,4
Organic Search,2029-03-28 11:00:00,1,2,4,140.33,4.31,5.81,0.82,3
Social,2029-03-28 12:00:00,3,2,5,470.9,3.85,8.73,0.81,2
Paid Search,2029-03-28 13:00:00,3,2,1,327.72,4.01,5.67,0.22,16
Organic Search,2029-03-28 14:00:00,1,3,4,227.84,0.93,7.05,1,1
Referral,2029-03-28 15:00:00,4,4,4,145.67,2.24,8.48,0.91,1
Affiliates,2029-03-28 16:00:00,2,5,5,123.51,2.84,9.61,0.93,9
Direct,2029-03-28 17:00:00,4,5,1,354.26,0.78,5.81,0.24,11
Paid Search,2029-03-28 18:00:00,4,2,3,293.99,4.87,4.63,0.2,5
Organic Search,2029-03-28 19:00:00,2,4,1,436.35,3.6,4.94,0.47,9
Direct,2029-03-28 20:00:00,2,1,2,583.57,2.47,8.73,0.16,8
Affiliates,2029-03-28 21:00:00,1,4,3,143.55,1.86,7.49,0.72,1
Direct,2029-03-28 22:00:00,1,5,5,274.01,0.66,7.3,0.73,8
Email,2029-03-28 23:00:00,1,2,2,332.69,2.99,5.74,0.44,11
Affiliates,2029-03-29 00:00:00,2,4,2,347.71,1.37,9.58,0.37,18
Email,2029-03-29 01:00:00,4,3,1,59.11,3.95,6.62,0.95,5
Email,2029-03-29 02:00:00,2,2,4,188.88,4.91,3.93,0.43,17
Paid Search,2029-03-29 03:00:00,1,3,2,271.28,2.08,6.14,0.78,14
Direct,2029-03-29 04:00:00,4,2,5,126.89,0.81,7.64,0.83,1
Display,2029-03-29 05:00:00,1,5,5,544.94,1.17,9.81,0.32,8
Referral,2029-03-29 06:00:00,4,1,4,62.08,2.43,7.94,0.35,2
Affiliates,2029-03-29 07:00:00,1,4,2,97.88,3.13,2.87,0.42,12
Organic Search,2029-03-29 08:00:00,2,4,4,189.81,4.24,6.98,0.66,3
Organic Search,2029-03-29 09:00:00,3,2,2,170.02,2.83,8.13,0.72,3
Affiliates,2029-03-29 10:00:00,3,1,1,92.25,3.49,4.51,0.93,8
Display,2029-03-29 11:00:00,4,1,5,492.04,1.98,3.19,0.74,15
Referral,2029-03-29 12:00:00,2,5,4,515.72,4.86,9.36,0.76,16
Referral,2029-03-29 13:00:00,1,3,2,352.37,1.78,1.66,0.16,8
Organic Search,2029-03-29 14:00:00,4,4,2,445.14,3.48,9.74,0.4,18
Direct,2029-03-29 15:00:00,4,2,3,410.14,1.65,7.23,0.22,5
Direct,2029-03-29 16:00:00,1,1,3,589.7,1.2,6.92,0.27,2
Email,2029-03-29 17:00:00,1,4,3,392.35,4.98,5.05,0.2,8
Paid Search,2029-03-29 18:00:00,1,4,3,168.27,2.49,1.92,0.73,6
Affiliates,2029-03-29 19:00:00,2,4,3,553.17,4.13,6.35,0.79,18
Display,2029-03-29 20:00:00,3,1,3,245.94,0.64,2.85,0.92,5
Display,2029-03-29 21:00:00,4,5,5,112.17,1.94,6.44,0.42,11
Display,2029-03-29 22:00:00,4,4,2,549.53,1.5,9.96,0.79,18
Direct,2029-03-29 23:00:00,3,1,5,151.62,2.01,1.16,0.91,6
Paid Search,2029-03-30 00:00:00,4,1,2,494.91,0.68,2.15,0.88,11
Direct,2029-03-30 01:00:00,2,2,3,319.85,2.87,3.94,0.34,16
Affiliates,2029-03-30 02:00:00,1,5,1,220.27,4.39,4.82,0.41,13
Social,2029-03-30 03:00:00,3,5,4,431.22,4.49,6.57,0.78,2
Display,2029-03-30 04:00:00,2,5,4,557.96,4.09,6.43,0.8,12
Direct,2029-03-30 05:00:00,1,1,5,310.43,3.18,5.72,0.47,8
Paid Search,2029-03-30 06:00:00,3,1,3,296.09,3.91,8.59,0.73,7
Referral,2029-03-30 07:00:00,2,5,5,90.53,1.21,7.32,0.22,6
Referral,2029-03-30 08:00:00,3,1,4,10.06,4.94,4.92,0.97,16
Social,2029-03-30 09:00:00,3,5,3,330.63,3.68,2.55,0.3,6
Email,2029-03-30 10:00:00,2,2,4,352.75,3.22,5.19,0.98,11
Email,2029-03-30 11:00:00,4,3,2,423.63,3.75,9.92,0.68,15
Direct,2029-03-30 12:00:00,2,3,4,407.86,2.21,2.14,0.15,17
Email,2029-03-30 13:00:00,3,3,2,176.83,1.53,7.51,0.29,7
Display,2029-03-30 14:00:00,3,3,1,53.62,3.2,8.58,0.29,5
Email,2029-03-30 15:00:00,2,2,3,215.02,1.61,4.78,0.14,11
Display,2029-03-30 16:00:00,1,1,4,434.94,1.38,5.69,0.54,2
Direct,2029-03-30 17:00:00,1,2,4,443.31,3.42,7.86,0.54,5
Paid Search,2029-03-30 18:00:00,1,4,4,352.81,4.78,6.21,0.7,13
Direct,2029-03-30 19:00:00,1,1,4,100.03,3.88,5.65,0.42,15
Email,2029-03-30 20:00:00,2,5,3,190.14,3.27,3.48,0.6,15
Organic Search,2029-03-30 21:00:00,4,4,4,355.81,0.67,4.82,0.63,1
Social,2029-03-30 22:00:00,1,4,5,133.82,0.87,2.14,0.64,17
Social,2029-03-30 23:00:00,3,2,2,359.39,0.64,3.99,0.82,8
Paid Search,2029-03-31 00:00:00,1,4,2,36.87,3.32,6.84,0.18,3
Social,2029-03-31 01:00:00,4,2,4,207.34,0.75,5.89,0.1,11
Affiliates,2029-03-31 02:00:00,2,4,1,238.97,2.3,5.45,0.78,14
Email,2029-03-31 03:00:00,4,2,5,203.98,0.9,5.68,0.81,13
Referral,2029-03-31 04:00:00,4,1,5,108.34,2.08,1.04,0.95,9
Affiliates,2029-03-31 05:00:00,4,4,1,80.19,2.43,9.85,0.84,3
Display,2029-03-31 06:00:00,1,2,2,412.08,3.41,1.99,0.57,14
Referral,2029-03-31 07:00:00,1,3,3,85.12,1.78,5.96,0.6,7
Affiliates,2029-03-31 08:00:00,4,3,4,22.18,2.07,3.16,0.34,5
Direct,2029-03-31 09:00:00,2,4,2,488.33,2.84,8.89,0.23,1
Email,2029-03-31 10:00:00,1,2,3,549.16,2.84,1.09,0.59,7
Display,2029-03-31 11:00:00,2,1,2,313.27,1.24,6.06,0.3,5
Social,2029-03-31 12:00:00,1,4,1,76.81,3.82,7.76,0.75,17
Email,2029-03-31 13:00:00,2,1,1,371.3,2.73,3.42,0.8,18
Display,2029-03-31 14:00:00,1,2,2,219.51,2.31,6.65,0.64,12
Social,2029-03-31 15:00:00,4,3,2,150.09,1.77,9.4,0.9,10
Affiliates,2029-03-31 16:00:00,3,2,3,523.83,2.81,8.08,0.56,5
Display,2029-03-31 17:00:00,3,1,4,349.7,1.55,2.12,0.79,13
Display,2029-03-31 18:00:00,2,3,5,361.53,2.49,7.46,0.9,2
Email,2029-03-31 19:00:00,2,4,4,452.79,2.34,9.42,0.36,17
Email,2029-03-31 20:00:00,4,3,3,58.82,4.34,2.2,0.88,2
Affiliates,2029-03-31 21:00:00,4,4,3,310.19,2.48,7.56,0.73,19
Affiliates,2029-03-31 22:00:00,2,4,2,152.68,3.5,6.67,0.26,10
Organic Search,2029-03-31 23:00:00,3,3,1,142.35,2.25,9.3,0.43,15
Email,2029-04-01 00:00:00,4,3,5,199.46,2.35,3.89,0.47,1
Paid Search,2029-04-01 01:00:00,2,1,4,237.97,3.24,9.58,1,4
Display,2029-04-01 02:00:00,4,3,5,50.82,1.26,1.93,0.3,15
Email,2029-04-01 03:00:00,4,5,4,462.29,1.66,3.6,0.71,1
Organic Search,2029-04-01 04:00:00,1,3,4,577.51,2.24,1.53,0.44,2
Display,2029-04-01 05:00:00,4,1,1,490.15,3.16,2.97,0.36,14
Affiliates,2029-04-01 06:00:00,2,5,5,407.5,3.38,1.71,0.36,6
Display,2029-04-01 07:00:00,4,5,1,566.92,1.73,8.95,0.55,10
Social,2029-04-01 08:00:00,2,2,3,266.88,3.51,9.86,0.41,8
Email,2029-04-01 09:00:00,1,5,2,544.14,4.08,7.66,0.47,8
Paid Search,2029-04-01 10:00:00,1,4,2,498.51,0.83,8.31,0.19,17
Paid Search,2029-04-01 11:00:00,3,1,2,376.91,4.2,4.5,0.55,9
Email,2029-04-01 12:00:00,1,2,3,518.08,3.95,4.27,0.66,18
Organic Search,2029-04-01 13:00:00,1,3,2,106.69,4.58,5.85,0.87,5
Email,2029-04-01 14:00:00,2,5,3,142.82,4.53,7.24,0.25,13
Direct,2029-04-01 15:00:00,3,2,2,187.75,4.97,3.12,0.74,6
Email,2029-04-01 16:00:00,1,4,4,198.37,2.13,8.72,0.25,15
Display,2029-04-01 17:00:00,4,2,1,11.17,2.76,9.97,0.61,19
Affiliates,2029-04-01 18:00:00,3,4,3,200.91,0.97,1.84,0.41,8
Organic Search,2029-04-01 19:00:00,1,2,3,576.77,1.67,1.81,0.71,18
Social,2029-04-01 20:00:00,3,2,1,145.41,3.14,9.64,0.33,3
Direct,2029-04-01 21:00:00,1,3,4,66.74,1.22,1.93,0.64,10
Display,2029-04-01 22:00:00,2,3,1,165.7,1.39,3.99,0.55,17
Social,2029-04-01 23:00:00,3,3,3,210.27,1.28,9.7,0.51,9
Display,2029-04-02 00:00:00,3,2,2,102.64,4.03,2.79,0.28,4
Affiliates,2029-04-02 01:00:00,1,5,2,509.05,0.67,8.25,0.51,16
Email,2029-04-02 02:00:00,3,2,4,23.9,3.82,7.74,0.47,4
Organic Search,2029-04-02 03:00:00,1,3,3,113.55,1.23,5.65,0.44,11
Organic Search,2029-04-02 04:00:00,4,2,3,509.81,0.7,6.74,0.49,8
Social,2029-04-02 05:00:00,3,5,4,90.08,3.1,4.35,0.38,15
Display,2029-04-02 06:00:00,3,4,5,548.03,1.39,2.04,0.18,17
Display,2029-04-02 07:00:00,2,1,4,324.39,1.47,2.67,0.39,13
Organic Search,2029-04-02 08:00:00,2,3,1,189.35,3.06,8.17,0.69,2
Display,2029-04-02 09:00:00,3,2,1,77.53,3.77,1.9,0.53,2
Referral,2029-04-02 10:00:00,2,5,5,479.3,3.76,4.65,0.34,7
Direct,2029-04-02 11:00:00,3,3,1,128.92,2.77,3.28,0.16,4
Email,2029-04-02 12:00:00,1,3,4,403.43,3.31,2.93,0.36,2
Organic Search,2029-04-02 13:00:00,3,4,1,205.15,3.96,2.16,0.55,1
Social,2029-04-02 14:00:00,3,1,4,274.44,4.98,7.32,0.3,6
Paid Search,2029-04-02 15:00:00,4,2,1,460.52,4.88,3.11,0.28,8
Display,2029-04-02 16:00:00,2,2,1,186.06,2.2,4.27,0.49,18
Direct,2029-04-02 17:00:00,2,3,2,135.49,3.89,7.28,0.47,1
Affiliates,2029-04-02 18:00:00,4,5,2,46.57,4.21,1.39,0.63,11
Email,2029-04-02 19:00:00,1,3,4,551.99,4.25,3.04,0.16,12
Organic Search,2029-04-02 20:00:00,1,4,5,506.6,3.85,6.43,0.81,1
Direct,2029-04-02 21:00:00,1,1,2,362.53,3.74,5.27,0.49,11
Organic Search,2029-04-02 22:00:00,4,4,4,44.68,1.09,8.4,0.18,13
Direct,2029-04-02 23:00:00,3,5,4,238.78,4.65,4.56,0.43,17
Direct,2029-04-03 00:00:00,1,2,2,233.8,3.89,9.11,0.86,3
Email,2029-04-03 01:00:00,1,5,5,309.42,4.64,9.23,0.66,10
Direct,2029-04-03 02:00:00,4,4,1,207.76,3.39,7.61,0.33,4
Paid Search,2029-04-03 03:00:00,2,2,5,63.12,4.34,2.11,0.63,8
Direct,2029-04-03 04:00:00,4,1,2,282.03,3.29,5.14,0.96,18
Referral,2029-04-03 05:00:00,2,3,4,45.84,2.14,8.85,0.46,4
Organic Search,2029-04-03 06:00:00,1,1,2,219.69,1.88,6.26,0.12,17
Direct,2029-04-03 07:00:00,1,3,2,491.99,3.61,4.84,0.97,1
Social,2029-04-03 08:00:00,3,1,2,552.35,4.66,7.44,0.4,17
Social,2029-04-03 09:00:00,3,2,2,244.76,3.74,1.12,0.8,7
Display,2029-04-03 10:00:00,2,2,5,187.83,2.4,2.66,0.83,6
Direct,2029-04-03 11:00:00,1,2,3,306.6,3.83,1.15,0.43,11
Affiliates,2029-04-03 12:00:00,1,3,2,179.19,2.79,9.97,0.12,8
Display,2029-04-03 13:00:00,4,2,5,83.39,2.67,8.51,0.83,12
Referral,2029-04-03 14:00:00,1,5,5,590.88,3.14,4.46,0.96,5
Email,2029-04-03 15:00:00,1,3,2,157.61,4.56,2.14,0.74,12
Paid Search,2029-04-03 16:00:00,4,2,5,228.24,3.41,6.35,0.83,8
Social,2029-04-03 17:00:00,4,2,2,203.49,4.6,9.49,0.29,16
Affiliates,2029-04-03 18:00:00,1,1,4,16.65,1.83,5.33,0.34,5
Social,2029-04-03 19:00:00,3,5,1,373.39,1.37,3.38,1,14
Affiliates,2029-04-03 20:00:00,3,5,5,304.51,2.14,4.92,0.55,7
Paid Search,2029-04-03 21:00:00,1,3,3,556.59,3.75,1.74,0.3,10
Email,2029-04-03 22:00:00,3,5,3,398.6,3.23,8.57,0.19,4
Paid Search,2029-04-03 23:00:00,4,2,4,232.44,4.7,1.96,0.77,10
Direct,2029-04-04 00:00:00,3,3,5,212.43,0.89,3.49,0.49,17
Email,2029-04-04 01:00:00,1,4,4,65.08,4.04,5.93,0.19,8
Social,2029-04-04 02:00:00,3,1,3,252.01,0.92,4.4,0.91,19
Email,2029-04-04 03:00:00,1,1,4,563.15,4.5,4.8,0.83,11
Referral,2029-04-04 04:00:00,3,4,2,282.52,2.84,8.39,0.88,10
Email,2029-04-04 05:00:00,1,3,1,428.74,0.88,6.14,0.11,18
Referral,2029-04-04 06:00:00,1,4,2,296.22,4.17,2.99,0.36,3
Referral,2029-04-04 07:00:00,3,5,5,279.34,2.81,2.31,0.72,18
Email,2029-04-04 08:00:00,3,2,3,126.59,3.7,8.14,0.98,12
Social,2029-04-04 09:00:00,4,4,5,17.07,3.2,3.98,0.67,12
Paid Search,2029-04-04 10:00:00,2,4,4,169.56,0.91,5.88,0.11,16
Display,2029-04-04 11:00:00,1,5,1,473.58,2.67,5.27,0.74,14
Email,2029-04-04 12:00:00,1,3,2,72.61,3.53,2.78,0.25,1
Referral,2029-04-04 13:00:00,1,2,2,596.68,1.16,3.05,0.68,18
Email,2029-04-04 14:00:00,1,2,1,430.4,0.6,7.92,0.65,11
Email,2029-04-04 15:00:00,3,1,1,82.3,2.47,5.35,0.61,4
Direct,2029-04-04 16:00:00,3,2,4,326.88,0.99,9.66,0.49,19
Direct,2029-04-04 17:00:00,2,2,2,566.97,3.96,3.12,0.13,10
Affiliates,2029-04-04 18:00:00,1,2,3,79.29,3.46,4.7,0.87,15
Email,2029-04-04 19:00:00,2,2,1,12.45,1.76,9.7,0.28,1
Paid Search,2029-04-04 20:00:00,4,5,4,93.83,3.59,4.67,0.3,6
Direct,2029-04-04 21:00:00,2,1,1,216.23,4.92,9.33,0.22,13
Organic Search,2029-04-04 22:00:00,2,4,5,172.74,1.87,1.44,0.46,14
Organic Search,2029-04-04 23:00:00,4,1,1,130.96,1.07,9.51,0.3,10
Paid Search,2029-04-05 00:00:00,4,3,5,597.47,3.35,9.7,0.47,13
Paid Search,2029-04-05 01:00:00,2,4,5,390.37,3.96,4.65,0.88,11
Affiliates,2029-04-05 02:00:00,4,1,3,116.61,1.91,9.76,0.97,19
Social,2029-04-05 03:00:00,2,1,5,54.37,1.4,4.61,0.73,10
Affiliates,2029-04-05 04:00:00,3,1,5,221.9,3.47,5.69,0.43,7
Referral,2029-04-05 05:00:00,3,1,5,284.04,4.55,8.96,0.46,6
Paid Search,2029-04-05 06:00:00,2,1,1,418.17,4.57,2.46,0.32,12
Paid Search,2029-04-05 07:00:00,4,1,1,386.32,2.93,5.97,0.64,14
Paid Search,2029-04-05 08:00:00,4,5,4,239.07,1.71,6.87,0.73,10
Social,2029-04-05 09:00:00,3,5,2,406.02,2.94,8.89,0.91,10
Display,2029-04-05 10:00:00,3,4,3,248.86,1.14,8.76,0.88,8
Referral,2029-04-05 11:00:00,4,2,1,282.9,1.42,6.74,0.5,8
Referral,2029-04-05 12:00:00,4,1,4,97.47,2,4.38,0.72,17
Display,2029-04-05 13:00:00,4,2,4,70.08,4.01,3.47,0.44,1
Organic Search,2029-04-05 14:00:00,4,5,3,279.8,4.69,9.83,0.83,13
Paid Search,2029-04-05 15:00:00,2,3,4,517.8,3.18,1.63,0.95,16
Organic Search,2029-04-05 16:00:00,4,1,1,420,3.75,4.11,0.84,10
Email,2029-04-05 17:00:00,3,4,5,502.12,1.87,6.39,0.2,12
Organic Search,2029-04-05 18:00:00,3,2,1,186.89,0.95,5.23,0.92,6
Social,2029-04-05 19:00:00,1,4,4,447.18,2.42,5.2,0.14,2
Email,2029-04-05 20:00:00,4,1,2,227.55,3.35,3.6,0.48,3
Display,2029-04-05 21:00:00,2,2,2,236.62,2.78,5.19,0.59,17
Paid Search,2029-04-05 22:00:00,1,2,5,242.63,0.55,9.63,0.59,9
Affiliates,2029-04-05 23:00:00,1,1,4,22.78,3.9,6.53,0.24,11
Social,2029-04-06 00:00:00,2,3,5,321.17,1.03,5.84,0.91,19
Organic Search,2029-04-06 01:00:00,1,1,5,196,4.1,3.34,0.89,16
Organic Search,2029-04-06 02:00:00,1,4,5,185.83,3.6,2.45,0.5,3
Email,2029-04-06 03:00:00,3,5,2,269.61,2.48,1.07,0.39,2
Affiliates,2029-04-06 04:00:00,1,5,3,59.28,0.65,9.27,0.56,10
Email,2029-04-06 05:00:00,2,5,4,124.47,2.99,5.25,0.52,19
Referral,2029-04-06 06:00:00,4,2,5,27.59,3.72,8.33,0.32,19
Social,2029-04-06 07:00:00,4,2,5,244.06,4.71,9.35,0.31,3
Social,2029-04-06 08:00:00,4,1,1,39.27,3.17,8.47,0.46,16
Email,2029-04-06 09:00:00,3,2,1,393.44,3.97,3.06,0.18,17
Social,2029-04-06 10:00:00,3,4,1,86.25,3.3,5.39,0.93,5
Direct,2029-04-06 11:00:00,3,1,4,357.55,1.71,2.41,0.64,12
Paid Search,2029-04-06 12:00:00,2,4,3,583.14,1.41,8.13,0.16,11
Organic Search,2029-04-06 13:00:00,4,5,4,394.33,2.76,1.02,0.97,10
Social,2029-04-06 14:00:00,2,4,4,125.31,3.55,9.96,0.96,16
Direct,2029-04-06 15:00:00,2,5,2,248.94,1.96,2.4,0.18,8
Organic Search,2029-04-06 16:00:00,1,2,4,31.58,0.63,4.23,0.27,11
Social,2029-04-06 17:00:00,4,1,1,453.73,3.19,9.07,0.64,4
Paid Search,2029-04-06 18:00:00,1,3,1,286.41,1.26,4.43,0.73,7
Direct,2029-04-06 19:00:00,3,4,5,262.52,0.79,2.87,0.5,13
Display,2029-04-06 20:00:00,3,1,5,94.56,4.14,3.14,0.94,15
Email,2029-04-06 21:00:00,2,3,1,94.6,1.71,7.65,0.29,13
Social,2029-04-06 22:00:00,2,1,4,598.42,1.91,6.83,0.97,7
Organic Search,2029-04-06 23:00:00,1,3,4,61.97,3.48,4.22,0.87,14
Affiliates,2029-04-07 00:00:00,1,1,3,590.82,1.47,8.47,0.12,1
Affiliates,2029-04-07 01:00:00,2,5,4,583.16,1.22,6.22,0.24,16
Direct,2029-04-07 02:00:00,4,3,2,290.79,0.54,9.56,1,17
Email,2029-04-07 03:00:00,2,1,2,13.44,3.94,1.83,0.85,10
Email,2029-04-07 04:00:00,4,3,4,402.26,4.12,2.83,0.8,18
Organic Search,2029-04-07 05:00:00,1,5,5,290.05,3.79,2.22,0.7,19
Email,2029-04-07 06:00:00,3,3,5,307.91,2.77,7.47,0.39,4
Social,2029-04-07 07:00:00,3,3,5,455.52,3.36,9.91,0.15,4
Paid Search,2029-04-07 08:00:00,1,1,2,40.88,0.79,6.14,0.27,8
Email,2029-04-07 09:00:00,1,4,1,560.38,1.77,8.18,0.62,14
Paid Search,2029-04-07 10:00:00,3,5,3,463.29,2.31,9,0.39,4
Organic Search,2029-04-07 11:00:00,4,1,5,90.32,0.8,8.6,0.27,4
Referral,2029-04-07 12:00:00,1,2,4,47.78,2.37,9.44,0.11,7
Affiliates,2029-04-07 13:00:00,4,3,1,457.8,1.82,4.96,0.45,7
Email,2029-04-07 14:00:00,4,2,3,354.87,0.58,8.37,0.68,8
Affiliates,2029-04-07 15:00:00,3,1,1,193.61,3.2,1.63,0.88,11
Affiliates,2029-04-07 16:00:00,4,4,4,139.15,4.88,6.74,0.64,17
Organic Search,2029-04-07 17:00:00,3,5,1,152.42,4.66,8.52,0.12,16
Affiliates,2029-04-07 18:00:00,1,1,3,314.39,2.76,2.89,0.14,19
Display,2029-04-07 19:00:00,2,4,4,396.27,3.28,4.25,0.15,9
Organic Search,2029-04-07 20:00:00,2,1,2,83.91,4.92,5,0.48,10
Display,2029-04-07 21:00:00,2,4,1,366.72,2.7,4.28,0.15,8
Paid Search,2029-04-07 22:00:00,2,2,4,299.57,3.85,2.82,0.67,9
Display,2029-04-07 23:00:00,2,4,1,598.52,2.64,6.8,0.16,13
Social,2029-04-08 00:00:00,2,5,4,549.37,2.87,9.56,0.47,2
Paid Search,2029-04-08 01:00:00,4,2,5,256.82,2.34,5.76,0.3,7
Referral,2029-04-08 02:00:00,4,3,1,183.26,2.55,8.23,0.65,17
Email,2029-04-08 03:00:00,2,2,5,375.8,2.09,5.01,0.23,10
Paid Search,2029-04-08 04:00:00,1,2,5,400.87,4.24,3.68,0.4,4
Direct,2029-04-08 05:00:00,1,3,2,228.5,3.12,1.63,0.92,14
Social,2029-04-08 06:00:00,4,2,5,314.82,3,4.08,0.76,7
Referral,2029-04-08 07:00:00,4,2,1,364.21,0.88,7.84,0.82,12
Display,2029-04-08 08:00:00,2,3,1,324.36,2.51,9.78,0.31,15
Email,2029-04-08 09:00:00,1,3,3,269.97,2.87,7.19,0.53,11
Email,2029-04-08 10:00:00,3,5,5,490.76,4.14,6.84,0.54,15
Email,2029-04-08 11:00:00,2,2,2,114.5,2.57,8.4,0.93,17
Direct,2029-04-08 12:00:00,4,2,4,428.21,3.87,4.18,0.8,8
Affiliates,2029-04-08 13:00:00,4,2,4,517.65,0.81,9.61,0.59,3
Affiliates,2029-04-08 14:00:00,4,5,4,466.39,4.57,7.73,0.86,15
Organic Search,2029-04-08 15:00:00,3,2,2,411.05,1.06,7.27,0.8,15
Display,2029-04-08 16:00:00,1,3,2,176.23,4.55,3.28,0.58,8
Direct,2029-04-08 17:00:00,4,3,3,65.32,2.06,3.76,0.34,16
Direct,2029-04-08 18:00:00,2,3,3,390.24,2.55,6.99,0.11,12
Display,2029-04-08 19:00:00,3,3,4,301.02,1.63,9.19,0.76,5
Paid Search,2029-04-08 20:00:00,1,4,5,137.28,2.28,7.45,0.8,11
Email,2029-04-08 21:00:00,2,3,2,133.72,0.82,8.51,0.4,14
Display,2029-04-08 22:00:00,2,5,5,191.19,3.4,6.55,0.18,9
Social,2029-04-08 23:00:00,3,4,3,427.97,3.39,7.19,0.13,9
Organic Search,2029-04-09 00:00:00,3,2,5,515.68,2.44,3.06,0.67,10
Display,2029-04-09 01:00:00,3,3,1,307.41,2.72,1.25,0.4,18
Organic Search,2029-04-09 02:00:00,4,2,2,435.16,0.65,4.31,0.41,17
Direct,2029-04-09 03:00:00,1,3,2,157.84,2.23,1.53,0.89,13
Affiliates,2029-04-09 04:00:00,4,3,4,248.55,2.65,2.28,0.63,19
Display,2029-04-09 05:00:00,3,4,4,460.38,0.65,9.38,0.96,15
Paid Search,2029-04-09 06:00:00,3,3,4,321.15,4.48,8.93,0.51,11
Organic Search,2029-04-09 07:00:00,3,3,1,242.8,4.73,9.74,0.93,12
Organic Search,2029-04-09 08:00:00,4,1,4,425.85,2.78,1.75,0.77,5
Direct,2029-04-09 09:00:00,2,5,4,357.91,4.95,5.54,0.78,19
Referral,2029-04-09 10:00:00,3,5,2,466.39,3.32,9.82,0.78,17
Email,2029-04-09 11:00:00,4,2,5,451.4,2.07,2.15,0.64,4
Paid Search,2029-04-09 12:00:00,3,2,2,232.86,4.68,5.39,0.96,19
Direct,2029-04-09 13:00:00,4,4,5,10.88,1.62,8.52,0.87,17
Organic Search,2029-04-09 14:00:00,1,2,2,563.32,2.54,2.87,0.15,16
Social,2029-04-09 15:00:00,1,1,1,325.14,2.43,7.28,0.44,11
Email,2029-04-09 16:00:00,4,2,5,594.94,1.75,8.22,0.38,19
Display,2029-04-09 17:00:00,3,3,1,58.58,3.2,2.52,0.62,8
Paid Search,2029-04-09 18:00:00,4,2,2,456.21,4.34,5.48,0.47,4
Email,2029-04-09 19:00:00,1,2,3,327.48,0.85,5.41,0.23,17
Affiliates,2029-04-09 20:00:00,4,3,1,35.27,2.95,2.75,0.73,12
Referral,2029-04-09 21:00:00,1,1,4,233.88,2.24,4.02,0.77,13
Social,2029-04-09 22:00:00,1,5,3,596.9,4.84,8.75,0.72,12
Social,2029-04-09 23:00:00,2,1,2,520.2,3.84,4.34,0.63,6
Referral,2029-04-10 00:00:00,3,1,3,581.28,3,1.21,0.47,2
Email,2029-04-10 01:00:00,4,4,1,115.27,2.37,2.79,0.3,15
Display,2029-04-10 02:00:00,3,4,3,520.9,3.46,3.9,0.36,4
Referral,2029-04-10 03:00:00,3,3,2,437.25,3.99,7.04,0.41,16
Referral,2029-04-10 04:00:00,1,4,3,294.49,4.98,8.55,0.47,15
Affiliates,2029-04-10 05:00:00,1,5,1,405.52,1.83,1.51,0.58,2
Email,2029-04-10 06:00:00,4,3,5,409.25,1.32,5.12,0.12,12
Social,2029-04-10 07:00:00,4,4,5,68.63,4.59,3.27,0.87,17
Paid Search,2029-04-10 08:00:00,4,2,1,513.53,4.87,2.82,0.86,13
Referral,2029-04-10 09:00:00,1,4,2,578.18,3.67,8.35,0.34,17
Affiliates,2029-04-10 10:00:00,2,5,3,533.4,2.17,7.8,0.87,8
Affiliates,2029-04-10 11:00:00,4,4,4,577.62,3.85,2.27,0.16,17
Organic Search,2029-04-10 12:00:00,1,3,1,433.32,4.76,2.63,0.58,9
Paid Search,2029-04-10 13:00:00,2,2,3,17.68,1.98,3.9,0.22,10
Paid Search,2029-04-10 14:00:00,3,3,2,45.43,0.62,6.65,0.65,8
Paid Search,2029-04-10 15:00:00,1,2,3,544.88,2.09,7.86,0.46,9
Paid Search,2029-04-10 16:00:00,4,2,2,235.47,0.61,2.84,0.46,17
